951.138418582716,542.898773468601
951.147896839061,542.182670847851
951.099475146617,541.464176327293
950.993202261925,540.744013370007
950.829185192771,540.022907119045
950.60758909044,539.301583667275
950.328637083424,538.58076932627
949.992610052748,537.861189894971
949.599846349148,537.143569928868
949.15074145238,536.428632010438
948.645747573006,535.717096021561
948.085373197058,535.009678418665
947.470182574029,534.30709151131
946.80079514873,533.610042744955
946.077884937557,532.919233988622
945.302179849814,532.235360828173
944.47446095477,531.559111865909
943.595561695191,530.891168027213
942.666367048129,530.23220187491
941.68781263383,529.582876932059
940.66088377364,528.943847013836
939.586614497872,528.315755569199
938.466086504626,527.699235032994
937.300428070607,527.094906189139
936.09081291505,526.503377545554
934.838459017882,525.92524472144
933.54462739332,525.361089847547
932.210620820136,524.811480980009
930.83778252987,524.276971528369
929.42749485431,523.758099698336
927.981177833602,523.25538794986
926.500287786385,522.769342471058
924.986315843407,522.300452668528
923.440786446081,521.849190674554
921.865255811501,521.416010871712
920.261310365464,521.001349435346
918.630565145075,520.605623894371
916.974662172536,520.229232710864
915.295268801777,519.872554878841
913.594076039567,519.535949542645
911.872796842812,519.219755635315
910.133164393757,518.924291537315
908.376930354816,518.649854755946
906.605863104797,518.396721625783
904.821745958293,518.165147030432
903.026375370039,517.95536414588
901.221559126028,517.767584205709
899.409114523232,517.601996288401
897.590866539731,517.458767126954
895.768645997118,517.338040940992
893.944287717016,517.239939291549
892.119628673569,517.164560958673
890.296506143765,517.111981841954
888.476755857451,517.082254884106
886.662210148912,517.075410017655
884.854696111864,517.091454134803
883.056033759725,517.130371080482
881.26803419302,517.192121668628
879.492497775748,517.276643721633
877.731212322576,517.383852132953
875.985951298659,517.513638952807
874.258472033907,517.665873496869
872.550513953508,517.840402477856
870.863796826471,518.037050159879
869.200019033967,518.255618535391
867.5608558592,518.495887524567
865.947957800542,518.757615196899
864.362948909617,519.040538014809
862.807425156024,519.344371099
861.282952820326,519.668808515311
859.791066916942,520.013523582766
858.333269648514,520.378169202513
856.911028893319,520.762378207321
855.52577672724,521.165763731291
854.178907981786,521.587919599394
852.871778839613,522.028420736455
851.605705468967,522.486823595169
850.381962698413,522.962666602714
849.201782733187,523.455470625517
848.066353914475,523.964739451701
846.976819522852,524.489960290726
845.934276627094,525.030604289728
844.939774979524,525.586127066029
843.994315959002,526.155969255284
843.098851562617,526.73955707471
842.254283447112,527.336302900842
841.461462020988,527.945605861217
840.721185588216,528.566852439403
840.034199544414,529.199417092756
839.401195626295,529.84266288229
838.822811215146,530.495942114021
838.299628695042,531.158596991139
837.832174866433,531.829960276354
837.4209204157,532.509355963745
837.066279441214,533.196099959446
836.768609036374,533.889500770466
836.528208930046,534.588860200966
836.345321184759,535.29347405528
836.22012995297,536.002632846986
836.152761291638,536.715622513292
